STATE/UT,YEAR,Pupose,Total No. of cases reported,Male upto 10 years,Female upto 10 years,Male 10-15 years,Female 10-15 years,Male 15-18 years,Female 15-18 years,Male 18-30 years,Female 18-30 years,Male 30-50 years,Female 30-50 years,Male above 50 years,Female above 50 years,Total Male,Total Female,Grand Total
Delhi UT,2005,For Revenge,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Delhi UT,2005,For Sale,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Delhi UT,2005,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2005,For Slavery,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Delhi UT,2005,For unlawaful activity,5,1,0,0,0,0,0,0,3,0,1,0,0,1,4,5
Delhi UT,2005,Others,1260,70,44,54,67,40,80,262,376,178,92,0,1,604,660,1264
Delhi UT,2005,Total,1590,92,46,59,104,43,163,268,540,181,97,0,2,643,952,1595
Delhi UT,2006,For Adoption,4,1,1,0,2,0,0,0,0,0,0,0,0,1,3,4
Delhi UT,2006,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2006,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2006,For Illicit intercourse,14,0,1,0,3,0,5,0,5,0,0,0,0,0,14,14
Delhi UT,2006,For marriage,218,0,0,0,25,0,126,0,67,0,0,0,0,0,218,218
Delhi UT,2006,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2006,For Ransom,32,17,1,5,0,2,0,3,0,4,0,0,0,31,1,32
Delhi UT,2006,For Revenge,4,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
Delhi UT,2006,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2006,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2006,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2006,For unlawaful activity,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3
Delhi UT,2006,Others,1167,106,110,112,210,60,324,60,144,31,20,0,0,369,808,1177
Delhi UT,2006,Total,1442,126,114,117,240,62,455,66,217,35,20,0,0,406,1046,1452
Delhi UT,2007,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2007,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2007,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2007,For Illicit intercourse,35,0,2,0,6,0,10,0,9,0,8,0,0,0,35,35
Delhi UT,2007,For marriage,278,0,0,0,35,0,166,1,74,0,2,0,0,1,277,278
Delhi UT,2007,For Prostitution,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Delhi UT,2007,For Ransom,24,16,0,1,0,5,0,1,0,0,1,0,0,23,1,24
Delhi UT,2007,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2007,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2007,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2007,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2007,For unlawaful activity,9,1,1,1,2,1,2,1,0,0,0,0,0,4,5,9
Delhi UT,2007,Others,1341,245,151,71,123,79,242,60,368,61,15,6,0,522,899,1421
Delhi UT,2007,Total,1688,262,154,73,166,85,421,63,451,61,26,6,0,550,1218,1768
Delhi UT,2008,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2008,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2008,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2008,For Illicit intercourse,9,0,0,0,3,0,3,0,3,0,0,0,0,0,9,9
Delhi UT,2008,For marriage,239,0,0,0,29,0,136,1,74,0,0,0,0,1,239,240
Delhi UT,2008,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2008,For Ransom,24,5,2,8,1,3,0,4,0,1,0,0,0,21,3,24
Delhi UT,2008,For Revenge,3,1,0,1,1,0,0,0,0,0,0,0,0,2,1,3
Delhi UT,2008,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2008,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2008,For unlawaful activity,24,4,1,6,4,1,2,6,1,0,0,0,0,17,8,25
Delhi UT,2008,Others,1268,151,134,101,239,48,346,82,154,29,7,3,2,414,882,1296
Delhi UT,2008,Total,1567,161,137,116,277,52,487,93,232,30,7,3,2,455,1142,1597
Delhi UT,2009,For Adoption,5,2,1,0,0,2,0,0,0,0,0,0,0,4,1,5
Delhi UT,2009,For Adoption,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Delhi UT,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2009,For Illicit intercourse,15,0,0,0,7,0,8,0,0,0,0,0,0,0,15,15
Delhi UT,2009,For marriage,221,0,0,0,30,0,143,2,42,2,4,0,0,4,219,223
Delhi UT,2009,For Prostitution,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11,11
Delhi UT,2009,For Ransom,29,12,0,8,0,3,0,5,0,1,0,0,0,29,0,29
Delhi UT,2009,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2009,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2009,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2009,For unlawaful activity,9,0,1,1,4,1,0,1,0,0,1,0,0,3,6,9
Delhi UT,2009,Others,2245,351,174,341,514,128,623,75,62,46,59,4,0,945,1432,2377
Delhi UT,2009,Total,2536,366,176,350,555,134,785,83,104,49,64,4,0,986,1684,2670
Delhi UT,2010,For Adoption,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Delhi UT,2010,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2010,For Illicit intercourse,21,0,0,0,7,0,14,0,0,0,0,0,0,0,21,21
Delhi UT,2010,For marriage,175,0,2,0,26,1,127,0,21,0,0,0,0,1,176,177
Delhi UT,2010,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2010,For Ransom,18,8,2,4,0,0,1,3,0,1,0,0,0,16,3,19
Delhi UT,2010,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2010,For Sale,6,3,0,0,0,0,4,0,0,0,0,0,0,3,4,7
Delhi UT,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2010,For unlawaful activity,10,0,1,2,4,0,3,0,0,0,0,0,0,2,8,10
Delhi UT,2010,Others,2977,353,171,903,627,379,689,56,92,43,14,3,0,1737,1593,3330
Delhi UT,2010,Total,3208,365,176,909,664,380,838,59,113,44,14,3,0,1760,1805,3565
Delhi UT,2011,For Adoption,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Delhi UT,2011,For Begging,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Delhi UT,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2011,For Illicit intercourse,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
Delhi UT,2011,For marriage,234,0,0,0,39,0,179,1,16,0,0,0,0,1,234,235
Delhi UT,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2011,For Ransom,25,6,2,2,3,0,0,9,0,2,0,1,0,20,5,25
Delhi UT,2011,For Revenge,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2
Delhi UT,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2011,For unlawaful activity,8,1,2,0,2,0,0,1,0,3,0,0,0,5,4,9
Delhi UT,2011,Others,3492,391,205,904,678,431,937,54,115,38,12,1,1,1819,1948,3767
Delhi UT,2011,Total,3767,402,209,906,725,431,1116,65,131,44,12,2,1,1850,2194,4044
Delhi UT,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2012,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2012,For Illicit intercourse,7,0,0,0,1,0,6,0,0,0,0,0,0,0,7,7
Delhi UT,2012,For marriage,208,0,0,0,27,0,161,0,21,0,0,0,0,0,209,209
Delhi UT,2012,For Prostitution,16,0,0,0,2,0,24,0,37,0,0,0,0,0,63,63
Delhi UT,2012,For Ransom,21,6,0,2,0,1,0,9,1,2,0,0,0,20,1,21
Delhi UT,2012,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2012,For Sale,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Delhi UT,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2012,For unlawaful activity,9,1,0,1,1,0,4,1,1,0,0,0,0,3,6,9
Delhi UT,2012,Others,3708,400,187,950,726,529,946,66,117,35,22,10,6,1990,2004,3994
Delhi UT,2012,Total,3970,408,187,953,757,530,1141,76,177,37,22,10,6,2014,2290,4304
Lakshadweep,2001,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Lakshadweep,2008,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Total,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Lakshadweep,2009,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For marriage,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
Puducherry,2001,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
